"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Massachusetts","Bristol",2022,365,333,31,1,0,0,0,115,50,37,0,0,318,47,0
"Massachusetts","Dukes",2022,359,341,17,1,0,0,0,126,46,37,0,0,352,7,0
"Massachusetts","Essex",2022,365,320,40,5,0,0,0,113,52,38,0,3,278,84,0
"Massachusetts","Franklin",2022,365,310,54,1,0,0,0,108,55,35,0,0,232,133,0
"Massachusetts","Hampden",2022,365,307,57,1,0,0,0,115,57,38,0,9,222,134,0
"Massachusetts","Hampshire",2022,365,320,45,0,0,0,0,97,51,38,0,0,262,103,0
"Massachusetts","Middlesex",2022,365,337,28,0,0,0,0,90,48,35,0,28,268,69,0
"Massachusetts","Norfolk",2022,365,325,39,1,0,0,0,105,51,38,0,4,325,36,0
"Massachusetts","Plymouth",2022,360,309,51,0,0,0,0,93,52,38,0,0,201,159,0
"Massachusetts","Suffolk",2022,365,310,53,2,0,0,0,112,55,35,0,43,183,139,0
"Massachusetts","Worcester",2022,365,310,55,0,0,0,0,100,54,38,0,10,213,142,0
"Michigan","Allegan",2022,344,281,55,6,2,0,0,195,64,37,0,0,218,126,0
"Michigan","Bay",2022,354,320,34,0,0,0,0,83,48,24,0,0,0,354,0
"Michigan","Benzie",2022,243,218,22,2,1,0,0,151,51,36,0,0,243,0,0
"Michigan","Berrien",2022,232,197,30,4,1,0,0,156,61,39,0,0,232,0,0
"Michigan","Cass",2022,233,212,19,2,0,0,0,119,50,38,0,0,233,0,0
"Michigan","Clinton",2022,235,213,22,0,0,0,0,90,49,38,0,0,235,0,0
"Michigan","Genesee",2022,364,291,71,2,0,0,0,112,59,39,0,0,198,166,0
"Michigan","Huron",2022,243,227,15,1,0,0,0,122,49,35,0,0,243,0,0
"Michigan","Ingham",2022,360,288,72,0,0,0,0,93,57,37,0,5,207,148,0
"Michigan","Kalamazoo",2022,352,245,104,3,0,0,0,134,67,43,0,0,161,191,0
"Michigan","Kent",2022,365,264,97,4,0,0,0,136,65,40,0,4,190,168,3
"Michigan","Keweenaw",2022,122,121,1,0,0,0,0,52,24,9,0,0,0,122,0
"Michigan","Lenawee",2022,365,289,76,0,0,0,0,97,60,39,0,0,209,156,0
"Michigan","Macomb",2022,365,273,90,2,0,0,0,126,67,40,0,0,198,167,0
"Michigan","Manistee",2022,267,241,23,2,1,0,0,156,50,35,0,0,229,38,0
"Michigan","Mason",2022,236,219,15,1,1,0,0,161,49,36,0,0,236,0,0
"Michigan","Missaukee",2022,363,312,49,2,0,0,0,144,54,38,0,0,196,167,0
"Michigan","Monroe",2022,61,51,8,1,0,0,1,596,59,26,0,0,0,0,61
"Michigan","Muskegon",2022,243,211,25,5,2,0,0,187,58,37,0,0,243,0,0
"Michigan","Oakland",2022,282,245,37,0,0,0,0,100,54,38,0,0,235,47,0
"Michigan","Ottawa",2022,332,244,84,2,2,0,0,164,64,39,0,0,149,183,0
"Michigan","Schoolcraft",2022,362,330,31,1,0,0,0,126,48,31,0,0,202,160,0
"Michigan","St. Clair",2022,359,278,79,2,0,0,0,133,64,38,0,0,196,163,0
"Michigan","Tuscola",2022,361,334,26,1,0,0,0,105,49,34,0,0,361,0,0
"Michigan","Washtenaw",2022,365,276,88,1,0,0,0,101,64,41,0,0,233,132,0
"Michigan","Wayne",2022,365,151,197,17,0,0,0,133,79,53,0,9,69,269,18
"Michigan","Wexford",2022,359,331,24,4,0,0,0,136,49,35,0,0,359,0,0
"Minnesota","Anoka",2022,365,327,38,0,0,0,0,93,51,38,0,8,280,71,6
"Minnesota","Becker",2022,354,338,15,1,0,0,0,125,45,32,0,0,206,148,0
"Minnesota","Beltrami",2022,346,342,4,0,0,0,0,60,35,18,0,0,0,346,0
"Minnesota","Carlton",2022,355,354,1,0,0,0,0,51,40,23,0,0,190,165,0
"Minnesota","Cass",2022,348,340,8,0,0,0,0,60,40,24,0,0,0,348,0
"Minnesota","Cook",2022,330,330,0,0,0,0,0,44,16,3,0,0,0,330,0
"Minnesota","Crow Wing",2022,365,344,21,0,0,0,0,67,44,34,0,0,222,143,0
"Minnesota","Dakota",2022,365,335,30,0,0,0,0,79,47,27,0,106,0,259,0
"Minnesota","Goodhue",2022,220,210,10,0,0,0,0,71,47,38,0,0,220,0,0
"Minnesota","Hennepin",2022,365,294,71,0,0,0,0,95,57,36,0,33,112,191,29
"Minnesota","Lake",2022,357,350,7,0,0,0,0,76,44,29,0,0,220,137,0
"Minnesota","Lyon",2022,356,324,30,0,2,0,0,167,49,36,0,0,212,144,0
"Minnesota","Mille Lacs",2022,151,151,0,0,0,0,0,48,43,35,0,0,151,0,0
"Minnesota","Olmsted",2022,359,314,44,1,0,0,0,110,53,37,0,0,166,193,0
"Minnesota","Ramsey",2022,365,322,43,0,0,0,0,83,53,28,0,0,0,279,86
"Minnesota","Saint Louis",2022,365,344,21,0,0,0,0,72,45,34,0,6,293,55,11
"Minnesota","Scott",2022,365,321,44,0,0,0,0,88,52,37,0,0,265,100,0
"Minnesota","Stearns",2022,277,246,31,0,0,0,0,75,52,36,0,0,127,150,0
"Minnesota","Washington",2022,227,212,15,0,0,0,0,90,48,36,0,0,227,0,0
"Minnesota","Winona",2022,121,118,3,0,0,0,0,61,33,17,0,0,0,121,0
"Minnesota","Wright",2022,356,315,41,0,0,0,0,88,52,38,0,0,220,136,0
"Mississippi","Bolivar",2022,365,296,69,0,0,0,0,92,56,38,0,0,157,208,0
"Mississippi","DeSoto",2022,365,288,71,6,0,0,0,133,59,40,0,0,142,223,0
"Mississippi","Forrest",2022,365,266,98,1,0,0,0,105,59,38,0,0,0,365,0
"Mississippi","Hancock",2022,359,303,56,0,0,0,0,88,54,37,0,0,164,195,0
"Mississippi","Harrison",2022,365,283,82,0,0,0,0,100,57,39,0,0,158,207,0
"Mississippi","Hinds",2022,365,259,104,2,0,0,0,105,63,43,0,0,161,204,0
"Mississippi","Jackson",2022,365,302,62,1,0,0,0,101,56,38,0,2,194,169,0
"Mississippi","Lauderdale",2022,240,230,10,0,0,0,0,77,47,36,0,0,240,0,0
"Mississippi","Lee",2022,245,226,19,0,0,0,0,100,49,40,0,0,245,0,0
"Mississippi","Yalobusha",2022,340,327,13,0,0,0,0,100,45,34,0,0,340,0,0
"Missouri","Andrew",2022,245,213,31,1,0,0,0,101,51,43,0,0,245,0,0
"Missouri","Boone",2022,245,235,10,0,0,0,0,67,48,38,0,0,245,0,0
"Missouri","Buchanan",2022,365,306,57,2,0,0,0,106,53,34,0,0,0,221,144
"Missouri","Callaway",2022,244,222,22,0,0,0,0,74,50,40,0,0,244,0,0
"Missouri","Cass",2022,360,322,38,0,0,0,0,87,51,38,0,0,219,141,0
"Missouri","Cedar",2022,349,294,55,0,0,0,0,100,58,39,0,0,225,124,0
"Missouri","Clay",2022,365,302,59,4,0,0,0,112,61,39,0,0,228,137,0
"Missouri","Clinton",2022,245,211,33,1,0,0,0,101,58,41,0,0,245,0,0
"Missouri","Greene",2022,365,279,86,0,0,0,0,100,62,43,0,0,184,180,1
"Missouri","Jackson",2022,365,258,107,0,0,0,0,93,58,42,0,37,0,265,63
"Missouri","Jasper",2022,363,283,79,1,0,0,0,108,68,41,0,0,206,0,157
"Missouri","Jefferson",2022,360,278,79,3,0,0,0,108,61,41,0,0,195,141,24
"Missouri","Lincoln",2022,245,214,30,1,0,0,0,112,54,41,0,0,245,0,0
"Missouri","Monroe",2022,365,364,1,0,0,0,0,52,44,34,0,0,358,0,7
"Missouri","Perry",2022,245,211,34,0,0,0,0,97,58,42,0,0,245,0,0
"Missouri","Saint Charles",2022,245,206,32,7,0,0,0,129,64,42,0,0,245,0,0
"Missouri","Saint Louis",2022,365,295,68,2,0,0,0,140,60,40,0,22,215,128,0
"Missouri","Sainte Genevieve",2022,244,215,29,0,0,0,0,100,54,41,0,0,244,0,0
"Missouri","St. Louis City",2022,365,202,158,5,0,0,0,117,74,48,0,7,130,182,46
"Missouri","Stoddard",2022,114,107,7,0,0,0,0,77,44,23,0,0,0,114,0
"Missouri","Taney",2022,118,112,6,0,0,0,0,67,39,19,0,0,0,118,0
"Montana","Cascade",2022,359,340,17,2,0,0,0,128,38,17,0,0,0,359,0
"Montana","Custer",2022,364,341,23,0,0,0,0,80,48,38,0,5,302,52,5
"Montana","Fergus",2022,365,348,15,2,0,0,0,122,47,40,0,0,339,26,0
"Montana","Flathead",2022,365,284,78,2,1,0,0,152,60,39,0,0,189,131,45
"Montana","Gallatin",2022,365,322,39,4,0,0,0,148,52,24,0,3,0,362,0
"Montana","Lake",2022,97,94,2,1,0,0,0,120,28,8,0,0,0,97,0
"Montana","Lewis and Clark",2022,365,299,59,4,3,0,0,163,58,43,0,0,247,118,0
"Montana","Lincoln",2022,365,228,131,4,2,0,0,168,74,37,0,0,0,359,6
"Montana","Missoula",2022,365,207,143,11,4,0,0,179,78,45,0,0,153,212,0
"Montana","Phillips",2022,365,353,12,0,0,0,0,87,43,35,0,0,317,41,7
"Montana","Powder River",2022,365,311,51,3,0,0,0,108,54,38,0,0,276,40,49
"Montana","Powell",2022,114,107,6,1,0,0,0,104,35,9,0,0,0,114,0
"Montana","Ravalli",2022,363,316,35,2,8,2,0,238,59,20,0,0,0,363,0
"Montana","Richland",2022,361,344,17,0,0,0,0,76,46,37,0,0,311,45,5
"Montana","Roosevelt",2022,101,99,2,0,0,0,0,59,23,10,0,0,0,101,0
"Montana","Rosebud",2022,20,20,0,0,0,0,0,22,13,6,0,0,0,20,0
"Montana","Sanders",2022,365,318,42,2,3,0,0,178,54,28,0,0,0,287,78
"Montana","Sheridan",2022,89,86,3,0,0,0,0,62,27,12,0,0,0,89,0
"Montana","Silver Bow",2022,365,298,57,8,2,0,0,159,62,22,0,0,0,245,120
"Montana","Yellowstone",2022,365,339,24,1,1,0,0,154,45,24,0,0,0,365,0
"Nebraska","Cass",2022,356,337,19,0,0,0,0,87,40,19,0,0,0,0,356
"Nebraska","Douglas",2022,365,307,57,1,0,0,0,108,54,40,0,0,292,56,17
"Nebraska","Gage",2022,278,268,10,0,0,0,0,78,37,17,0,0,0,278,0
"Nebraska","Hall",2022,350,331,19,0,0,0,0,81,43,20,0,0,0,350,0
"Nebraska","Knox",2022,355,319,36,0,0,0,0,100,51,37,0,0,355,0,0
"Nebraska","Lancaster",2022,277,267,10,0,0,0,0,61,44,37,0,0,231,46,0
"Nebraska","Sarpy",2022,331,308,23,0,0,0,0,93,46,24,0,0,0,331,0
"Nebraska","Scotts Bluff",2022,339,334,5,0,0,0,0,77,27,12,0,0,0,339,0
"Nebraska","Thomas",2022,89,89,0,0,0,0,0,47,27,13,0,0,0,89,0
"Nebraska","Washington",2022,299,290,9,0,0,0,0,60,33,14,0,0,0,299,0
"Nevada","Carson City",2022,364,310,45,5,3,1,0,202,55,43,0,0,308,56,0
"Nevada","Churchill",2022,349,330,19,0,0,0,0,100,47,39,0,0,349,0,0
"Nevada","Clark",2022,365,104,235,20,3,1,2,482,97,63,0,5,220,102,38
"Nevada","Douglas",2022,356,319,31,1,5,0,0,183,52,15,0,0,0,356,0
"Nevada","Elko",2022,363,341,20,2,0,0,0,149,38,18,0,0,0,13,350
"Nevada","Lyon",2022,355,329,25,1,0,0,0,105,49,39,0,0,355,0,0
"Nevada","Nye",2022,358,306,41,6,4,1,0,294,57,22,0,0,0,0,358
"Nevada","Washoe",2022,365,229,127,1,6,2,0,234,74,47,0,3,271,81,10
"Nevada","White Pine",2022,346,291,55,0,0,0,0,87,54,44,0,0,336,10,0
"New Hampshire","Belknap",2022,358,349,9,0,0,0,0,64,43,29,0,0,210,148,0
"New Hampshire","Cheshire",2022,365,331,34,0,0,0,0,81,50,34,0,0,278,87,0
"New Hampshire","Coos",2022,359,350,9,0,0,0,0,64,46,40,0,0,355,4,0
"New Hampshire","Grafton",2022,365,354,11,0,0,0,0,84,44,34,0,0,292,73,0
"New Hampshire","Hillsborough",2022,365,341,24,0,0,0,0,100,49,39,2,0,353,10,0
"New Hampshire","Merrimack",2022,212,205,7,0,0,0,0,84,46,36,0,0,212,0,0
"New Hampshire","Rockingham",2022,365,324,39,2,0,0,0,122,51,38,0,0,309,56,0
"New Jersey","Atlantic",2022,365,346,18,0,1,0,0,176,45,33,0,0,283,82,0
"New Jersey","Bergen",2022,365,304,61,0,0,0,0,90,56,38,0,101,177,87,0
"New Jersey","Camden",2022,365,271,93,1,0,0,0,108,58,43,0,17,194,153,1
"New Jersey","Cumberland",2022,362,334,28,0,0,0,0,84,49,36,0,8,308,46,0
"New Jersey","Essex",2022,269,213,56,0,0,0,0,97,58,40,1,52,157,59,0
"New Jersey","Gloucester",2022,288,227,58,3,0,0,0,126,61,41,0,0,244,44,0
"New Jersey","Hudson",2022,365,290,73,2,0,0,0,115,59,39,2,84,169,110,0
"New Jersey","Hunterdon",2022,364,296,68,0,0,0,0,93,58,39,0,0,270,94,0
"New Jersey","Mercer",2022,365,293,69,3,0,0,0,119,58,41,0,0,240,125,0
"New Jersey","Middlesex",2022,365,310,54,1,0,0,0,101,55,38,0,17,251,97,0
"New Jersey","Monmouth",2022,248,226,20,1,1,0,0,161,49,38,0,0,248,0,0
"New Jersey","Morris",2022,360,330,30,0,0,0,0,84,50,35,0,6,339,15,0
"New Jersey","Ocean",2022,358,312,43,3,0,0,0,105,53,37,0,0,230,128,0
"New Jersey","Passaic",2022,304,279,25,0,0,0,0,89,50,36,0,0,225,79,0
"New Jersey","Union",2022,365,260,105,0,0,0,0,80,60,40,0,111,0,254,0
"New Jersey","Warren",2022,363,299,64,0,0,0,0,85,55,37,0,35,168,160,0
"New Mexico","Bernalillo",2022,365,104,228,28,2,1,2,792,97,60,0,0,182,105,78
"New Mexico","Catron",2022,114,113,1,0,0,0,0,61,20,9,0,0,0,114,0
"New Mexico","Chaves",2022,121,117,4,0,0,0,0,59,38,20,0,0,0,121,0
"New Mexico","Dona Ana",2022,365,181,155,24,1,2,2,375,93,51,0,21,231,24,89
"New Mexico","Eddy",2022,365,209,128,27,1,0,0,151,93,48,0,1,358,6,0
"New Mexico","Lea",2022,365,262,98,5,0,0,0,126,73,44,0,2,307,56,0
"New Mexico","Lincoln",2022,109,108,1,0,0,0,0,77,30,12,0,0,0,109,0
"New Mexico","Los Alamos",2022,118,114,3,1,0,0,0,103,30,10,0,0,0,118,0
"New Mexico","Luna",2022,358,317,32,6,2,0,1,775,52,17,0,0,0,0,358
"New Mexico","Rio Arriba",2022,331,305,25,1,0,0,0,105,49,40,0,0,317,14,0
"New Mexico","San Juan",2022,365,238,116,9,1,1,0,220,77,45,0,2,342,0,21
"New Mexico","Sandoval",2022,360,295,64,1,0,0,0,101,67,43,0,0,360,0,0
"New Mexico","Santa Fe",2022,365,291,74,0,0,0,0,97,61,44,0,0,349,16,0
"New Mexico","Socorro",2022,115,112,3,0,0,0,0,68,23,11,0,0,0,115,0
"New Mexico","Taos",2022,359,340,19,0,0,0,0,84,38,14,0,0,0,359,0
"New Mexico","Valencia",2022,361,317,44,0,0,0,0,93,54,41,0,0,361,0,0
"New York","Albany",2022,365,323,42,0,0,0,0,87,52,36,0,0,244,121,0
"New York","Bronx",2022,365,290,74,1,0,0,0,101,58,40,0,67,186,112,0
"New York","Chautauqua",2022,355,329,22,4,0,0,0,140,49,36,0,0,342,13,0
"New York","Dutchess",2022,341,321,20,0,0,0,0,97,48,35,0,0,341,0,0
"New York","Erie",2022,365,295,68,2,0,0,0,150,56,39,0,16,195,153,1
"New York","Essex",2022,365,348,15,2,0,0,0,115,48,40,0,0,361,4,0
"New York","Hamilton",2022,350,345,5,0,0,0,0,71,43,34,0,0,350,0,0
"New York","Jefferson",2022,360,352,8,0,0,0,0,84,43,32,0,0,360,0,0
"New York","Kings",2022,364,305,59,0,0,0,0,83,54,32,0,0,0,364,0
"New York","Monroe",2022,365,313,50,2,0,0,0,126,54,37,0,1,247,117,0
"New York","Nassau",2022,361,349,12,0,0,0,0,64,43,22,0,0,0,361,0
"New York","New York",2022,365,287,77,1,0,0,0,105,58,38,0,0,204,161,0
"New York","Niagara",2022,358,339,18,1,0,0,0,133,45,35,0,0,358,0,0
"New York","Oneida",2022,332,321,11,0,0,0,0,81,40,20,0,0,0,332,0
"New York","Onondaga",2022,365,353,12,0,0,0,0,67,45,35,0,0,289,76,0
"New York","Orange",2022,363,336,27,0,0,0,0,69,48,33,0,0,127,236,0
"New York","Oswego",2022,354,349,5,0,0,0,0,58,43,32,0,0,354,0,0
"New York","Putnam",2022,333,311,22,0,0,0,0,100,47,34,0,0,333,0,0
"New York","Queens",2022,365,275,87,3,0,0,0,126,63,41,0,48,164,153,0
"New York","Richmond",2022,365,321,43,1,0,0,0,105,52,36,0,0,214,151,0
"New York","Rockland",2022,365,337,28,0,0,0,0,90,49,35,0,0,299,66,0
"New York","Saratoga",2022,362,354,8,0,0,0,0,74,44,32,0,0,362,0,0
"New York","Steuben",2022,365,348,17,0,0,0,0,67,45,35,0,0,299,66,0
"New York","Suffolk",2022,365,311,46,8,0,0,0,133,55,40,0,0,300,65,0
"New York","Tompkins",2022,361,349,12,0,0,0,0,67,44,36,0,0,361,0,0
"New York","Wayne",2022,343,333,9,1,0,0,0,101,44,33,0,0,343,0,0
"New York","Westchester",2022,365,324,41,0,0,0,0,100,51,36,0,0,297,68,0
"North Carolina","Alexander",2022,300,280,20,0,0,0,0,90,49,37,0,0,245,0,55
"North Carolina","Avery",2022,321,300,21,0,0,0,0,77,48,38,0,0,296,25,0
"North Carolina","Buncombe",2022,365,346,19,0,0,0,0,74,47,35,0,0,203,162,0
"North Carolina","Caldwell",2022,245,224,21,0,0,0,0,74,50,40,0,0,245,0,0
"North Carolina","Carteret",2022,359,346,13,0,0,0,0,77,46,35,0,0,359,0,0
"North Carolina","Caswell",2022,264,253,11,0,0,0,0,64,48,39,0,0,245,0,19
"North Carolina","Catawba",2022,355,307,48,0,0,0,0,78,53,33,0,0,0,355,0
"North Carolina","Cumberland",2022,360,298,61,1,0,0,0,115,58,41,0,0,206,143,11
"North Carolina","Davidson",2022,354,287,67,0,0,0,0,84,55,35,0,0,0,354,0
"North Carolina","Durham",2022,365,339,26,0,0,0,0,93,49,38,0,0,208,154,3
"North Carolina","Edgecombe",2022,356,337,19,0,0,0,0,93,47,35,0,0,226,130,0
"North Carolina","Forsyth",2022,365,281,83,1,0,0,0,137,58,43,0,4,193,168,0
"North Carolina","Graham",2022,244,200,41,3,0,0,0,112,61,43,0,0,244,0,0
"North Carolina","Granville",2022,244,223,20,1,0,0,0,112,50,42,0,0,244,0,0
"North Carolina","Guilford",2022,365,286,79,0,0,0,0,84,55,42,0,0,196,158,11
"North Carolina","Haywood",2022,280,235,44,1,0,0,0,108,58,43,0,0,244,36,0
"North Carolina","Hyde",2022,115,113,2,0,0,0,0,56,30,16,0,0,0,115,0
"North Carolina","Johnston",2022,365,329,35,1,0,0,0,140,50,37,0,0,189,176,0
"North Carolina","Lenoir",2022,241,217,23,1,0,0,0,108,50,39,0,0,241,0,0
"North Carolina","Lincoln",2022,243,202,40,1,0,0,0,108,58,43,0,0,243,0,0
"North Carolina","Macon",2022,360,349,11,0,0,0,0,97,45,31,0,0,360,0,0
"North Carolina","Martin",2022,289,282,7,0,0,0,0,80,44,34,0,0,244,0,45
"North Carolina","Mecklenburg",2022,365,270,93,2,0,0,0,119,64,44,0,3,220,142,0
"North Carolina","Mitchell",2022,346,335,11,0,0,0,0,65,42,23,0,0,0,346,0
"North Carolina","Montgomery",2022,363,312,51,0,0,0,0,80,52,39,0,0,244,119,0
"North Carolina","New Hanover",2022,361,335,26,0,0,0,0,80,48,36,0,0,160,201,0
"North Carolina","Northampton",2022,362,338,24,0,0,0,0,67,46,25,0,6,0,356,0
"North Carolina","Person",2022,243,229,14,0,0,0,0,90,49,40,0,0,243,0,0
"North Carolina","Pitt",2022,365,345,20,0,0,0,0,97,47,34,0,0,216,149,0
"North Carolina","Rockingham",2022,239,219,20,0,0,0,0,80,50,41,0,0,239,0,0
"North Carolina","Rowan",2022,364,298,66,0,0,0,0,87,55,43,0,0,256,108,0
"North Carolina","Swain",2022,365,326,39,0,0,0,0,87,51,37,0,0,174,191,0
"North Carolina","Union",2022,244,218,26,0,0,0,0,100,51,41,0,0,244,0,0
"North Carolina","Wake",2022,365,293,71,1,0,0,0,122,54,42,0,0,211,154,0
"North Carolina","Yancey",2022,242,200,42,0,0,0,0,93,61,44,0,0,242,0,0
"North Dakota","Billings",2022,363,349,14,0,0,0,0,76,45,37,0,0,290,73,0
"North Dakota","Burke",2022,363,336,27,0,0,0,0,77,48,37,0,0,271,88,4
"North Dakota","Burleigh",2022,365,307,58,0,0,0,0,99,54,32,0,5,173,176,11
"North Dakota","Cass",2022,365,313,51,1,0,0,0,111,54,36,0,5,236,124,0
"North Dakota","Dunn",2022,362,337,25,0,0,0,0,80,47,36,0,1,290,66,5
"North Dakota","McKenzie",2022,331,317,14,0,0,0,0,72,45,34,0,1,269,61,0
"North Dakota","Mercer",2022,365,346,19,0,0,0,0,71,45,34,0,1,285,79,0
"North Dakota","Oliver",2022,364,311,53,0,0,0,0,85,54,38,0,0,255,109,0
"North Dakota","Ward",2022,359,342,17,0,0,0,0,77,45,35,0,0,286,73,0
"Ohio","Allen",2022,365,312,53,0,0,0,0,97,56,38,0,0,230,135,0
"Ohio","Ashtabula",2022,239,211,23,5,0,0,0,133,54,38,0,0,239,0,0
"Ohio","Athens",2022,119,116,3,0,0,0,0,63,39,20,0,0,0,119,0
"Ohio","Belmont",2022,360,349,11,0,0,0,0,61,33,15,0,255,0,100,5
"Ohio","Butler",2022,365,224,137,4,0,0,0,119,69,45,0,0,166,187,12
"Ohio","Clark",2022,338,259,78,1,0,0,0,129,59,41,0,0,187,151,0
"Ohio","Clermont",2022,360,300,59,1,0,0,0,129,54,39,0,0,196,164,0
"Ohio","Clinton",2022,245,216,28,1,0,0,0,140,54,40,0,0,245,0,0
"Ohio","Columbiana",2022,61,61,0,0,0,0,0,40,23,12,0,0,0,0,61
"Ohio","Cuyahoga",2022,365,216,141,6,2,0,0,156,74,45,2,9,140,202,12
"Ohio","Delaware",2022,244,230,14,0,0,0,0,100,47,37,0,0,244,0,0
"Ohio","Fayette",2022,128,126,2,0,0,0,0,64,46,35,0,0,128,0,0
"Ohio","Franklin",2022,365,274,89,2,0,0,0,143,63,42,0,5,196,162,2
"Ohio","Geauga",2022,239,210,27,2,0,0,0,119,54,40,0,0,239,0,0
"Ohio","Greene",2022,242,209,32,1,0,0,0,119,51,40,0,0,242,0,0
"Ohio","Hamilton",2022,365,210,151,3,1,0,0,151,68,47,0,21,137,207,0
"Ohio","Harrison",2022,42,39,3,0,0,0,0,67,43,25,0,0,0,40,2
"Ohio","Jefferson",2022,365,234,131,0,0,0,0,97,64,45,0,0,110,255,0
"Ohio","Knox",2022,245,225,19,1,0,0,0,119,50,39,0,0,245,0,0
"Ohio","Lake",2022,365,310,51,4,0,0,0,150,58,38,0,0,227,134,4
"Ohio","Lawrence",2022,361,309,52,0,0,0,0,74,54,38,0,0,168,193,0
"Ohio","Licking",2022,245,226,17,2,0,0,0,115,49,39,0,0,245,0,0
"Ohio","Lorain",2022,243,228,14,1,0,0,0,115,48,35,0,0,243,0,0
"Ohio","Lucas",2022,362,295,62,5,0,0,0,119,59,39,0,0,199,163,0
"Ohio","Madison",2022,244,218,26,0,0,0,0,90,51,39,0,0,244,0,0
"Ohio","Mahoning",2022,349,278,68,3,0,0,0,129,58,40,0,0,170,177,2
"Ohio","Medina",2022,362,309,51,2,0,0,0,126,54,38,0,0,227,135,0
"Ohio","Miami",2022,245,214,29,2,0,0,0,122,51,39,0,0,245,0,0
"Ohio","Montgomery",2022,365,266,97,2,0,0,0,126,61,41,0,0,184,181,0
"Ohio","Noble",2022,353,322,31,0,0,0,0,93,49,37,0,0,338,15,0
"Ohio","Portage",2022,282,238,40,3,1,0,0,159,61,40,0,0,238,44,0
"Ohio","Preble",2022,365,294,69,2,0,0,0,136,58,40,1,0,228,135,1
"Ohio","Scioto",2022,365,351,14,0,0,0,0,71,36,17,0,0,0,123,242
"Ohio","Stark",2022,365,274,89,2,0,0,0,136,62,43,0,0,176,189,0
"Ohio","Summit",2022,362,280,79,3,0,0,0,133,59,40,0,0,196,166,0
"Ohio","Trumbull",2022,360,301,57,2,0,0,0,136,55,39,0,0,213,147,0
"Ohio","Warren",2022,356,287,66,3,0,0,0,133,61,40,0,0,209,147,0
"Ohio","Washington",2022,245,222,23,0,0,0,0,84,50,39,0,0,245,0,0
"Ohio","Wood",2022,242,220,22,0,0,0,0,97,50,38,0,0,242,0,0
"Oklahoma","Adair",2022,361,311,46,4,0,0,0,122,55,41,1,0,280,71,9
"Oklahoma","Canadian",2022,284,218,63,3,0,0,0,108,67,43,0,0,284,0,0
"Oklahoma","Carter",2022,343,310,32,0,1,0,0,157,50,28,0,0,0,343,0
"Oklahoma","Cleveland",2022,348,230,114,4,0,0,0,105,67,44,0,0,195,153,0
"Oklahoma","Comanche",2022,353,252,99,2,0,0,0,126,71,44,0,0,228,125,0
"Oklahoma","Creek",2022,279,220,57,2,0,0,0,112,71,43,0,0,279,0,0
"Oklahoma","Dewey",2022,346,249,94,3,0,0,0,129,71,43,0,0,224,122,0
"Oklahoma","Grant",2022,119,116,3,0,0,0,0,70,41,21,0,0,0,119,0
"Oklahoma","Kay",2022,361,310,51,0,0,0,0,92,54,32,0,0,0,361,0
"Oklahoma","Kiowa",2022,259,187,70,2,0,0,0,115,74,44,0,0,259,0,0
"Oklahoma","Love",2022,281,196,77,8,0,0,0,150,77,45,0,0,281,0,0
"Oklahoma","Mayes",2022,266,246,19,1,0,0,0,112,49,39,0,0,266,0,0
"Oklahoma","McClain",2022,278,204,71,3,0,0,0,119,71,45,0,0,278,0,0
"Oklahoma","Nowata",2022,349,171,171,7,0,0,0,139,77,51,0,0,150,199,0
"Oklahoma","Oklahoma",2022,365,223,136,6,0,0,0,129,74,47,0,22,185,148,10
"Oklahoma","Osage",2022,292,221,64,5,2,0,0,172,74,44,0,0,292,0,0
"Oklahoma","Ottawa",2022,365,225,129,6,4,1,0,238,73,45,0,0,148,212,5
"Oklahoma","Pittsburg",2022,348,269,75,4,0,0,0,139,60,42,0,0,190,158,0
"Oklahoma","Pontotoc",2022,152,139,12,1,0,0,0,101,50,36,0,0,130,21,1
"Oklahoma","Sequoyah",2022,364,319,43,2,0,0,0,122,54,38,0,9,191,164,0
"Oklahoma","Tulsa",2022,365,225,128,10,2,0,0,185,77,47,0,1,225,127,12
"Oregon","Baker",2022,365,320,42,3,0,0,0,124,54,24,0,0,0,365,0
"Oregon","Benton",2022,206,195,11,0,0,0,0,64,40,15,0,0,0,206,0
"Oregon","Clackamas",2022,364,311,48,3,2,0,0,164,57,30,0,0,143,221,0
"Oregon","Columbia",2022,362,326,33,1,2,0,0,159,50,27,0,0,135,227,0
"Oregon","Crook",2022,359,320,37,2,0,0,0,128,52,18,0,0,0,359,0
"Oregon","Deschutes",2022,365,312,47,2,4,0,0,189,57,18,0,0,0,365,0
"Oregon","Douglas",2022,46,31,15,0,0,0,0,64,57,42,0,0,0,46,0
"Oregon","Grant",2022,365,246,118,1,0,0,0,108,68,35,0,0,0,365,0
"Oregon","Harney",2022,365,272,91,2,0,0,0,114,66,30,0,0,0,365,0
"Oregon","Jackson",2022,365,264,93,5,3,0,0,161,65,39,0,0,126,239,0
"Oregon","Jefferson",2022,365,305,59,1,0,0,0,108,58,19,0,0,0,365,0
"Oregon","Josephine",2022,365,244,106,8,6,1,0,227,81,29,0,0,0,365,0
